customer_id,customer_type,customer_since_date,status
2222,INDIVIDUAL,2022-07-04,ACTIVE
2223,INDIVIDUAL,2023-11-04,ACTIVE
2224,CORPORATE,2022-12-19,ACTIVE
2225,INDIVIDUAL,2025-09-16,ACTIVE
2226,INDIVIDUAL,2025-08-02,ACTIVE
2227,CORPORATE,2023-05-08,ACTIVE
2228,INDIVIDUAL,2024-05-12,ACTIVE
2229,INDIVIDUAL,2024-05-07,ACTIVE
2230,INDIVIDUAL,2025-05-01,ACTIVE
2231,INDIVIDUAL,2022-02-22,ACTIVE
2232,INDIVIDUAL,2024-05-30,ACTIVE
2233,INDIVIDUAL,2022-05-16,ACTIVE
2234,INDIVIDUAL,2023-12-08,ACTIVE
2235,INDIVIDUAL,2025-01-28,ACTIVE
2236,INDIVIDUAL,2024-08-29,ACTIVE
2237,CORPORATE,2025-06-18,ACTIVE
2238,INDIVIDUAL,2025-12-02,ACTIVE
2239,INDIVIDUAL,2023-11-28,ACTIVE
2240,INDIVIDUAL,2025-03-22,ACTIVE
2241,INDIVIDUAL,2023-06-22,ACTIVE
2242,INDIVIDUAL,2025-11-12,ACTIVE
2243,CORPORATE,2024-04-15,ACTIVE
2244,INDIVIDUAL,2025-06-23,ACTIVE
2245,INDIVIDUAL,2022-01-18,ACTIVE
2246,INDIVIDUAL,2023-04-27,ACTIVE
2247,INDIVIDUAL,2022-08-03,ACTIVE
2248,INDIVIDUAL,2023-03-23,ACTIVE
2249,CORPORATE,2024-05-08,ACTIVE
2250,CORPORATE,2023-08-11,ACTIVE
2251,INDIVIDUAL,2025-10-27,ACTIVE
2252,INDIVIDUAL,2024-03-15,ACTIVE
2253,CORPORATE,2023-07-05,ACTIVE
2254,INDIVIDUAL,2023-11-11,ACTIVE
2255,CORPORATE,2023-05-03,ACTIVE
2256,CORPORATE,2023-12-30,ACTIVE
2257,INDIVIDUAL,2022-03-17,ACTIVE
2258,INDIVIDUAL,2024-01-20,ACTIVE
2259,INDIVIDUAL,2025-01-25,ACTIVE
2260,INDIVIDUAL,2023-09-10,ACTIVE
2261,INDIVIDUAL,2024-11-08,ACTIVE
2262,INDIVIDUAL,2024-11-28,ACTIVE
2263,INDIVIDUAL,2022-08-08,ACTIVE
2264,INDIVIDUAL,2023-06-06,ACTIVE
2265,INDIVIDUAL,2023-10-25,ACTIVE
2266,INDIVIDUAL,2025-12-02,ACTIVE
2267,CORPORATE,2022-10-24,ACTIVE
2268,INDIVIDUAL,2025-01-10,ACTIVE
2269,INDIVIDUAL,2025-11-12,ACTIVE
2270,INDIVIDUAL,2024-12-31,ACTIVE
2271,CORPORATE,2025-12-09,ACTIVE
2272,INDIVIDUAL,2024-05-15,ACTIVE
2273,INDIVIDUAL,2022-02-21,ACTIVE
2274,INDIVIDUAL,2024-08-07,ACTIVE
2275,INDIVIDUAL,2023-06-21,ACTIVE
2276,INDIVIDUAL,2023-09-08,ACTIVE
2277,INDIVIDUAL,2024-01-30,ACTIVE
2278,CORPORATE,2022-07-12,ACTIVE
2279,INDIVIDUAL,2025-08-29,ACTIVE
2280,INDIVIDUAL,2024-07-25,ACTIVE
2281,INDIVIDUAL,2023-01-15,ACTIVE
2282,INDIVIDUAL,2025-11-16,ACTIVE
2283,INDIVIDUAL,2024-09-19,ACTIVE
2284,INDIVIDUAL,2023-08-03,ACTIVE
2285,INDIVIDUAL,2022-12-08,ACTIVE
2286,INDIVIDUAL,2025-03-09,ACTIVE
2287,INDIVIDUAL,2023-02-23,ACTIVE
2288,CORPORATE,2023-09-01,ACTIVE
2289,INDIVIDUAL,2023-06-28,ACTIVE
2290,INDIVIDUAL,2023-03-15,ACTIVE
2291,CORPORATE,2025-05-21,ACTIVE
2292,INDIVIDUAL,2025-12-20,ACTIVE
2293,INDIVIDUAL,2023-01-21,ACTIVE
2294,INDIVIDUAL,2022-03-23,ACTIVE
2295,INDIVIDUAL,2023-05-25,ACTIVE
2296,INDIVIDUAL,2022-03-20,ACTIVE
2297,INDIVIDUAL,2024-09-13,ACTIVE
2298,INDIVIDUAL,2024-05-15,ACTIVE
2299,INDIVIDUAL,2023-10-07,ACTIVE
2300,INDIVIDUAL,2022-07-31,ACTIVE
2301,CORPORATE,2024-11-24,ACTIVE
2302,INDIVIDUAL,2024-03-18,ACTIVE
2303,INDIVIDUAL,2024-12-04,ACTIVE
2304,INDIVIDUAL,2024-10-23,ACTIVE
2305,CORPORATE,2025-02-24,ACTIVE
2306,CORPORATE,2025-05-29,ACTIVE
2307,INDIVIDUAL,2023-08-03,ACTIVE
2308,INDIVIDUAL,2024-09-16,ACTIVE
2309,INDIVIDUAL,2023-02-20,ACTIVE
2310,INDIVIDUAL,2022-09-18,ACTIVE
2311,INDIVIDUAL,2022-01-05,ACTIVE
2312,CORPORATE,2023-06-28,ACTIVE
2313,INDIVIDUAL,2022-10-12,ACTIVE
2314,INDIVIDUAL,2023-09-25,ACTIVE
2315,INDIVIDUAL,2023-03-31,ACTIVE
2316,INDIVIDUAL,2022-04-27,ACTIVE
2317,INDIVIDUAL,2024-11-14,ACTIVE
2318,INDIVIDUAL,2022-08-11,ACTIVE
2319,INDIVIDUAL,2025-08-12,ACTIVE
2320,INDIVIDUAL,2025-12-03,ACTIVE
2321,INDIVIDUAL,2022-11-05,ACTIVE
2322,INDIVIDUAL,2025-07-25,ACTIVE
2323,INDIVIDUAL,2025-01-01,ACTIVE
2324,INDIVIDUAL,2024-12-29,ACTIVE
2325,INDIVIDUAL,2024-08-22,ACTIVE
2326,INDIVIDUAL,2023-12-29,ACTIVE
2327,INDIVIDUAL,2022-07-08,ACTIVE
2328,INDIVIDUAL,2025-03-06,ACTIVE
2329,CORPORATE,2023-03-06,ACTIVE
2330,INDIVIDUAL,2023-09-21,ACTIVE
2331,INDIVIDUAL,2022-09-12,ACTIVE
2332,INDIVIDUAL,2025-01-04,ACTIVE
2333,CORPORATE,2023-11-17,ACTIVE
2334,CORPORATE,2024-02-25,ACTIVE
2335,INDIVIDUAL,2022-02-05,ACTIVE
2336,INDIVIDUAL,2023-05-25,ACTIVE
2337,INDIVIDUAL,2025-07-03,ACTIVE
2338,INDIVIDUAL,2022-07-05,ACTIVE
2339,INDIVIDUAL,2024-10-11,ACTIVE
2340,INDIVIDUAL,2022-01-04,ACTIVE
2341,INDIVIDUAL,2022-09-14,ACTIVE
2342,INDIVIDUAL,2023-11-15,ACTIVE
2343,INDIVIDUAL,2022-04-23,ACTIVE
2344,INDIVIDUAL,2025-12-27,ACTIVE
2345,CORPORATE,2023-03-18,ACTIVE
2346,INDIVIDUAL,2024-12-28,ACTIVE
2347,INDIVIDUAL,2023-05-03,ACTIVE
2348,INDIVIDUAL,2025-12-05,ACTIVE
2349,INDIVIDUAL,2023-03-15,ACTIVE
2350,INDIVIDUAL,2025-07-13,ACTIVE
2351,INDIVIDUAL,2022-04-28,ACTIVE
2352,CORPORATE,2025-12-23,ACTIVE
2353,INDIVIDUAL,2022-02-18,ACTIVE
2354,INDIVIDUAL,2024-06-08,ACTIVE
2355,INDIVIDUAL,2024-03-07,ACTIVE
2356,INDIVIDUAL,2022-02-11,ACTIVE
2357,INDIVIDUAL,2024-01-15,ACTIVE
2358,INDIVIDUAL,2025-03-31,ACTIVE
2359,CORPORATE,2023-06-19,ACTIVE
2360,INDIVIDUAL,2025-02-17,ACTIVE
2361,INDIVIDUAL,2024-02-11,ACTIVE
2362,INDIVIDUAL,2024-02-15,ACTIVE
2363,INDIVIDUAL,2024-05-25,ACTIVE
2364,INDIVIDUAL,2022-11-29,ACTIVE
2365,INDIVIDUAL,2022-06-04,ACTIVE
2366,CORPORATE,2025-07-29,ACTIVE
2367,INDIVIDUAL,2022-06-26,ACTIVE
2368,INDIVIDUAL,2023-01-16,ACTIVE
2369,INDIVIDUAL,2023-10-01,ACTIVE
2370,INDIVIDUAL,2022-06-15,ACTIVE
2371,INDIVIDUAL,2024-02-24,ACTIVE
2372,INDIVIDUAL,2022-01-02,ACTIVE
2373,INDIVIDUAL,2024-07-01,ACTIVE
2374,INDIVIDUAL,2024-04-05,ACTIVE
2375,INDIVIDUAL,2025-01-20,ACTIVE
2376,INDIVIDUAL,2024-12-30,ACTIVE
2377,INDIVIDUAL,2022-05-16,ACTIVE
2378,INDIVIDUAL,2023-09-30,ACTIVE
2379,INDIVIDUAL,2024-10-22,ACTIVE
2380,INDIVIDUAL,2025-06-06,ACTIVE
2381,INDIVIDUAL,2024-01-07,ACTIVE
2382,INDIVIDUAL,2024-03-15,ACTIVE
2383,INDIVIDUAL,2024-12-21,ACTIVE
2384,CORPORATE,2022-10-01,ACTIVE
2385,INDIVIDUAL,2022-04-25,ACTIVE
2386,INDIVIDUAL,2025-07-24,ACTIVE
2387,INDIVIDUAL,2025-03-09,ACTIVE
2388,CORPORATE,2025-02-10,ACTIVE
2389,CORPORATE,2025-09-23,ACTIVE
2390,INDIVIDUAL,2022-11-12,ACTIVE
2391,INDIVIDUAL,2023-11-16,ACTIVE
2392,INDIVIDUAL,2025-09-26,ACTIVE
2393,INDIVIDUAL,2025-09-02,ACTIVE
2394,INDIVIDUAL,2023-11-14,ACTIVE
2395,INDIVIDUAL,2025-08-18,ACTIVE
2396,INDIVIDUAL,2022-07-10,ACTIVE
2397,INDIVIDUAL,2023-10-27,ACTIVE
2398,CORPORATE,2022-06-18,ACTIVE
2399,INDIVIDUAL,2022-11-06,ACTIVE
2400,INDIVIDUAL,2024-01-05,ACTIVE
2401,INDIVIDUAL,2023-05-29,ACTIVE
2402,INDIVIDUAL,2024-06-09,ACTIVE
2403,CORPORATE,2023-11-01,ACTIVE
2404,INDIVIDUAL,2024-01-13,ACTIVE
2405,INDIVIDUAL,2023-10-09,ACTIVE
2406,INDIVIDUAL,2024-04-02,ACTIVE
2407,INDIVIDUAL,2025-03-07,ACTIVE
2408,INDIVIDUAL,2024-05-21,ACTIVE
2409,INDIVIDUAL,2022-08-04,ACTIVE
2410,INDIVIDUAL,2023-08-28,ACTIVE
2411,INDIVIDUAL,2025-04-12,ACTIVE
2412,CORPORATE,2022-01-23,ACTIVE
2413,INDIVIDUAL,2023-01-10,ACTIVE
2414,INDIVIDUAL,2023-06-29,ACTIVE
2415,INDIVIDUAL,2022-03-16,ACTIVE
2416,INDIVIDUAL,2023-10-07,ACTIVE
2417,INDIVIDUAL,2023-07-15,ACTIVE
2418,CORPORATE,2023-01-23,ACTIVE
2419,INDIVIDUAL,2022-12-19,ACTIVE
2420,CORPORATE,2023-10-10,ACTIVE
2421,CORPORATE,2022-06-27,ACTIVE
2422,INDIVIDUAL,2025-01-14,ACTIVE
2423,CORPORATE,2023-02-28,ACTIVE
2424,CORPORATE,2022-09-07,ACTIVE
2425,INDIVIDUAL,2022-02-23,ACTIVE
2426,INDIVIDUAL,2024-04-11,ACTIVE
2427,INDIVIDUAL,2023-05-11,ACTIVE
2428,INDIVIDUAL,2025-02-22,ACTIVE
2429,INDIVIDUAL,2022-12-02,ACTIVE
2430,CORPORATE,2023-04-11,ACTIVE
2431,CORPORATE,2023-05-03,ACTIVE
2432,INDIVIDUAL,2025-04-25,ACTIVE
2433,INDIVIDUAL,2022-06-11,ACTIVE
2434,INDIVIDUAL,2022-01-17,ACTIVE
2435,INDIVIDUAL,2022-03-21,ACTIVE
2436,INDIVIDUAL,2023-12-30,ACTIVE
2437,INDIVIDUAL,2024-08-01,ACTIVE
2438,INDIVIDUAL,2024-11-07,ACTIVE
2439,INDIVIDUAL,2022-12-03,ACTIVE
2440,INDIVIDUAL,2023-10-11,ACTIVE
2441,INDIVIDUAL,2025-04-19,ACTIVE
2442,INDIVIDUAL,2022-11-24,ACTIVE
2443,INDIVIDUAL,2023-09-08,ACTIVE
2444,INDIVIDUAL,2025-03-27,ACTIVE
2445,CORPORATE,2024-05-30,ACTIVE
2446,INDIVIDUAL,2024-05-23,ACTIVE
2447,INDIVIDUAL,2022-05-21,ACTIVE
2448,INDIVIDUAL,2022-05-05,ACTIVE
2449,INDIVIDUAL,2025-12-17,ACTIVE
2450,INDIVIDUAL,2022-06-04,ACTIVE
2451,INDIVIDUAL,2024-02-15,ACTIVE
2452,INDIVIDUAL,2025-03-01,ACTIVE
2453,INDIVIDUAL,2025-06-24,ACTIVE
2454,INDIVIDUAL,2024-04-16,ACTIVE
2455,INDIVIDUAL,2023-06-13,ACTIVE
2456,INDIVIDUAL,2023-02-10,ACTIVE
2457,INDIVIDUAL,2023-11-12,ACTIVE
2458,INDIVIDUAL,2022-01-03,ACTIVE
2459,CORPORATE,2023-06-02,ACTIVE
2460,INDIVIDUAL,2024-06-28,ACTIVE
2461,INDIVIDUAL,2022-04-11,ACTIVE
2462,INDIVIDUAL,2024-06-25,ACTIVE
2463,CORPORATE,2023-10-26,ACTIVE
2464,INDIVIDUAL,2023-12-23,ACTIVE
2465,INDIVIDUAL,2025-08-21,ACTIVE
2466,INDIVIDUAL,2023-04-24,ACTIVE
2467,CORPORATE,2023-12-12,ACTIVE
2468,INDIVIDUAL,2022-07-17,ACTIVE
2469,INDIVIDUAL,2025-11-26,ACTIVE
2470,INDIVIDUAL,2025-11-07,ACTIVE
2471,INDIVIDUAL,2022-08-03,ACTIVE
2472,INDIVIDUAL,2022-09-07,ACTIVE
2473,INDIVIDUAL,2024-05-26,ACTIVE
2474,INDIVIDUAL,2025-02-22,ACTIVE
2475,INDIVIDUAL,2025-08-09,ACTIVE
2476,INDIVIDUAL,2025-10-17,ACTIVE
2477,INDIVIDUAL,2024-07-28,ACTIVE
2478,INDIVIDUAL,2024-01-23,ACTIVE
2479,INDIVIDUAL,2025-01-13,ACTIVE
2480,INDIVIDUAL,2023-01-16,ACTIVE
2481,INDIVIDUAL,2023-12-14,ACTIVE
2482,CORPORATE,2022-12-20,ACTIVE
2483,INDIVIDUAL,2023-01-19,ACTIVE
2484,INDIVIDUAL,2025-02-07,ACTIVE
2485,INDIVIDUAL,2024-12-05,ACTIVE
2486,INDIVIDUAL,2023-02-11,ACTIVE
2487,CORPORATE,2025-12-06,ACTIVE
2488,INDIVIDUAL,2024-12-26,ACTIVE
2489,INDIVIDUAL,2024-01-10,ACTIVE
2490,INDIVIDUAL,2024-01-12,ACTIVE
2491,INDIVIDUAL,2025-12-26,ACTIVE
2492,INDIVIDUAL,2025-02-21,ACTIVE
2493,INDIVIDUAL,2024-03-20,ACTIVE
2494,INDIVIDUAL,2022-06-04,ACTIVE
2495,INDIVIDUAL,2022-06-13,ACTIVE
2496,INDIVIDUAL,2022-10-06,ACTIVE
2497,CORPORATE,2023-06-29,ACTIVE
2498,INDIVIDUAL,2024-04-07,ACTIVE
2499,INDIVIDUAL,2023-09-27,ACTIVE
2500,INDIVIDUAL,2022-10-12,ACTIVE
2501,INDIVIDUAL,2023-02-09,ACTIVE
2502,CORPORATE,2022-09-16,ACTIVE
2503,INDIVIDUAL,2022-10-05,ACTIVE
2504,INDIVIDUAL,2025-08-17,ACTIVE
2505,CORPORATE,2023-11-15,ACTIVE
2506,INDIVIDUAL,2025-03-10,ACTIVE
2507,INDIVIDUAL,2024-04-02,ACTIVE
2508,CORPORATE,2022-01-14,ACTIVE
2509,INDIVIDUAL,2023-07-23,ACTIVE
2510,INDIVIDUAL,2024-06-04,ACTIVE
2511,INDIVIDUAL,2022-07-23,ACTIVE
2512,INDIVIDUAL,2022-06-20,ACTIVE
2513,INDIVIDUAL,2022-05-01,ACTIVE
2514,CORPORATE,2025-12-11,ACTIVE
2515,INDIVIDUAL,2025-08-14,ACTIVE
2516,INDIVIDUAL,2022-03-12,ACTIVE
2517,INDIVIDUAL,2025-03-02,ACTIVE
2518,INDIVIDUAL,2024-06-10,ACTIVE
2519,INDIVIDUAL,2025-02-03,ACTIVE
2520,INDIVIDUAL,2024-01-13,ACTIVE
2521,INDIVIDUAL,2024-05-04,ACTIVE
2522,INDIVIDUAL,2025-06-13,ACTIVE
2523,INDIVIDUAL,2022-03-24,ACTIVE
2524,INDIVIDUAL,2025-04-24,ACTIVE
2525,INDIVIDUAL,2024-02-08,ACTIVE
2526,INDIVIDUAL,2024-12-25,ACTIVE
2527,CORPORATE,2022-02-05,ACTIVE
2528,INDIVIDUAL,2022-05-21,ACTIVE
2529,INDIVIDUAL,2025-06-06,ACTIVE
2530,INDIVIDUAL,2022-09-06,ACTIVE
2531,INDIVIDUAL,2024-11-24,ACTIVE
2532,INDIVIDUAL,2024-09-30,ACTIVE
2533,INDIVIDUAL,2023-12-25,ACTIVE
2534,CORPORATE,2025-08-01,ACTIVE
2535,INDIVIDUAL,2024-03-02,ACTIVE
2536,INDIVIDUAL,2022-11-29,ACTIVE
2537,INDIVIDUAL,2022-06-30,ACTIVE
2538,CORPORATE,2022-11-18,ACTIVE
2539,CORPORATE,2025-07-24,ACTIVE
2540,INDIVIDUAL,2024-04-13,ACTIVE
2541,INDIVIDUAL,2023-04-30,ACTIVE
2542,INDIVIDUAL,2023-05-24,ACTIVE
2543,INDIVIDUAL,2023-08-30,ACTIVE
2544,INDIVIDUAL,2024-05-29,ACTIVE
2545,INDIVIDUAL,2023-12-25,ACTIVE
2546,INDIVIDUAL,2024-03-12,ACTIVE
2547,INDIVIDUAL,2022-05-12,ACTIVE
2548,INDIVIDUAL,2024-12-21,ACTIVE
2549,INDIVIDUAL,2022-03-25,ACTIVE
2550,CORPORATE,2022-01-27,ACTIVE
2551,INDIVIDUAL,2024-11-21,ACTIVE
2552,INDIVIDUAL,2022-06-16,ACTIVE
2553,INDIVIDUAL,2022-02-24,ACTIVE
2554,INDIVIDUAL,2023-03-09,ACTIVE
2555,INDIVIDUAL,2025-04-28,ACTIVE
2556,INDIVIDUAL,2025-01-05,ACTIVE
2557,INDIVIDUAL,2023-02-02,ACTIVE
2558,INDIVIDUAL,2024-05-03,ACTIVE
2559,INDIVIDUAL,2025-09-13,ACTIVE
2560,INDIVIDUAL,2023-01-12,ACTIVE
2561,INDIVIDUAL,2023-03-21,ACTIVE
2562,INDIVIDUAL,2025-05-18,ACTIVE
2563,INDIVIDUAL,2023-04-03,ACTIVE
2564,CORPORATE,2023-06-12,ACTIVE
2565,CORPORATE,2023-09-08,ACTIVE
2566,INDIVIDUAL,2025-07-14,ACTIVE
2567,CORPORATE,2025-10-08,ACTIVE
2568,INDIVIDUAL,2023-07-12,ACTIVE
2569,INDIVIDUAL,2022-06-28,ACTIVE
2570,INDIVIDUAL,2022-05-18,ACTIVE
2571,INDIVIDUAL,2025-01-02,ACTIVE
2572,INDIVIDUAL,2025-04-08,ACTIVE
2573,INDIVIDUAL,2025-01-26,ACTIVE
2574,INDIVIDUAL,2024-12-02,ACTIVE
2575,INDIVIDUAL,2022-08-28,ACTIVE
2576,INDIVIDUAL,2025-12-31,ACTIVE
2577,INDIVIDUAL,2022-02-03,ACTIVE
2578,CORPORATE,2023-07-25,ACTIVE
2579,INDIVIDUAL,2025-12-13,ACTIVE
2580,CORPORATE,2024-09-19,ACTIVE
2581,CORPORATE,2024-05-20,ACTIVE
2582,INDIVIDUAL,2025-02-10,ACTIVE
2583,CORPORATE,2023-11-21,ACTIVE
2584,INDIVIDUAL,2024-10-21,ACTIVE
2585,CORPORATE,2023-08-19,ACTIVE
2586,INDIVIDUAL,2022-12-02,ACTIVE
2587,INDIVIDUAL,2022-12-25,ACTIVE
2588,CORPORATE,2022-01-04,ACTIVE
2589,INDIVIDUAL,2024-08-07,ACTIVE
2590,INDIVIDUAL,2022-02-07,ACTIVE
2591,INDIVIDUAL,2023-08-20,ACTIVE
2592,INDIVIDUAL,2024-07-29,ACTIVE
2593,INDIVIDUAL,2023-01-07,ACTIVE
2594,INDIVIDUAL,2024-12-24,ACTIVE
2595,INDIVIDUAL,2023-05-30,ACTIVE
2596,CORPORATE,2023-11-05,ACTIVE
2597,INDIVIDUAL,2025-04-20,ACTIVE
2598,INDIVIDUAL,2023-05-31,ACTIVE
2599,INDIVIDUAL,2023-10-02,ACTIVE
2600,INDIVIDUAL,2022-04-14,ACTIVE
2601,INDIVIDUAL,2023-09-20,ACTIVE
2602,INDIVIDUAL,2024-03-20,ACTIVE
2603,INDIVIDUAL,2023-02-17,ACTIVE
2604,INDIVIDUAL,2023-03-01,ACTIVE
2605,INDIVIDUAL,2022-03-12,ACTIVE
2606,INDIVIDUAL,2025-02-21,ACTIVE
2607,INDIVIDUAL,2022-06-26,ACTIVE
2608,CORPORATE,2022-04-17,ACTIVE
2609,INDIVIDUAL,2024-11-30,ACTIVE
2610,INDIVIDUAL,2022-06-28,ACTIVE
2611,INDIVIDUAL,2023-09-05,ACTIVE
2612,INDIVIDUAL,2024-07-23,ACTIVE
2613,INDIVIDUAL,2022-01-04,ACTIVE
2614,INDIVIDUAL,2023-10-06,ACTIVE
2615,CORPORATE,2024-05-20,ACTIVE
2616,INDIVIDUAL,2024-06-04,ACTIVE
2617,INDIVIDUAL,2022-02-04,ACTIVE
2618,INDIVIDUAL,2025-04-27,ACTIVE
2619,CORPORATE,2022-06-26,ACTIVE
2620,INDIVIDUAL,2022-12-11,ACTIVE
2621,INDIVIDUAL,2024-10-30,ACTIVE
2622,INDIVIDUAL,2025-02-15,ACTIVE
2623,INDIVIDUAL,2025-06-14,ACTIVE
2624,INDIVIDUAL,2023-02-17,ACTIVE
2625,CORPORATE,2022-04-05,ACTIVE
2626,INDIVIDUAL,2024-10-05,ACTIVE
2627,INDIVIDUAL,2025-07-31,ACTIVE
2628,CORPORATE,2022-06-20,ACTIVE
2629,CORPORATE,2025-11-18,ACTIVE
2630,INDIVIDUAL,2022-12-26,ACTIVE
2631,INDIVIDUAL,2023-12-25,ACTIVE
2632,INDIVIDUAL,2024-07-28,ACTIVE
2633,INDIVIDUAL,2022-12-22,ACTIVE
2634,INDIVIDUAL,2025-04-30,ACTIVE
2635,INDIVIDUAL,2024-10-14,ACTIVE
2636,INDIVIDUAL,2023-10-09,ACTIVE
2637,INDIVIDUAL,2022-12-15,ACTIVE
2638,INDIVIDUAL,2024-07-01,ACTIVE
2639,INDIVIDUAL,2022-05-23,ACTIVE
2640,INDIVIDUAL,2023-04-20,ACTIVE
2641,INDIVIDUAL,2022-11-28,ACTIVE
2642,INDIVIDUAL,2025-09-22,ACTIVE
2643,INDIVIDUAL,2025-04-15,ACTIVE
2644,CORPORATE,2022-02-03,ACTIVE
2645,INDIVIDUAL,2023-01-24,ACTIVE
2646,INDIVIDUAL,2023-03-01,ACTIVE
2647,INDIVIDUAL,2024-07-21,ACTIVE
2648,INDIVIDUAL,2023-05-01,ACTIVE
2649,INDIVIDUAL,2024-02-03,ACTIVE
2650,INDIVIDUAL,2022-12-04,ACTIVE
2651,CORPORATE,2025-12-05,ACTIVE
2652,INDIVIDUAL,2025-01-12,ACTIVE
2653,INDIVIDUAL,2025-09-07,ACTIVE
2654,INDIVIDUAL,2025-04-05,ACTIVE
2655,INDIVIDUAL,2025-07-08,ACTIVE
2656,INDIVIDUAL,2025-11-30,ACTIVE
2657,CORPORATE,2025-02-28,ACTIVE
2658,INDIVIDUAL,2025-02-01,ACTIVE
2659,INDIVIDUAL,2024-11-24,ACTIVE
2660,INDIVIDUAL,2022-04-29,ACTIVE
2661,CORPORATE,2024-04-24,ACTIVE
2662,INDIVIDUAL,2025-04-05,ACTIVE
2663,INDIVIDUAL,2025-02-04,ACTIVE
2664,INDIVIDUAL,2025-03-15,ACTIVE
2665,INDIVIDUAL,2025-08-17,ACTIVE
2666,CORPORATE,2023-06-25,ACTIVE
2667,INDIVIDUAL,2024-12-22,ACTIVE
2668,INDIVIDUAL,2022-03-18,ACTIVE
2669,INDIVIDUAL,2024-06-27,ACTIVE
2670,INDIVIDUAL,2025-11-06,ACTIVE
2671,INDIVIDUAL,2023-09-02,ACTIVE
2672,INDIVIDUAL,2022-08-30,ACTIVE
2673,INDIVIDUAL,2022-11-20,ACTIVE
2674,INDIVIDUAL,2024-01-27,ACTIVE
2675,INDIVIDUAL,2023-02-14,ACTIVE
2676,INDIVIDUAL,2023-09-13,ACTIVE
2677,INDIVIDUAL,2025-10-10,ACTIVE
2678,INDIVIDUAL,2025-12-24,ACTIVE
2679,INDIVIDUAL,2022-10-05,ACTIVE
2680,INDIVIDUAL,2023-05-05,ACTIVE
2681,INDIVIDUAL,2025-11-22,ACTIVE
2682,INDIVIDUAL,2023-09-28,ACTIVE
2683,INDIVIDUAL,2024-04-11,ACTIVE
2684,CORPORATE,2025-01-07,ACTIVE
2685,INDIVIDUAL,2025-02-25,ACTIVE
2686,INDIVIDUAL,2024-03-11,ACTIVE
2687,INDIVIDUAL,2023-08-01,ACTIVE
2688,INDIVIDUAL,2022-09-14,ACTIVE
2689,INDIVIDUAL,2022-01-20,ACTIVE
2690,INDIVIDUAL,2024-03-28,ACTIVE
2691,INDIVIDUAL,2024-02-08,ACTIVE
2692,INDIVIDUAL,2022-08-01,ACTIVE
2693,CORPORATE,2023-07-04,ACTIVE
2694,INDIVIDUAL,2022-10-22,ACTIVE
2695,CORPORATE,2023-02-14,ACTIVE
2696,INDIVIDUAL,2023-01-19,ACTIVE
2697,INDIVIDUAL,2024-07-14,ACTIVE
2698,INDIVIDUAL,2022-06-09,ACTIVE
2699,INDIVIDUAL,2023-05-31,ACTIVE
2700,INDIVIDUAL,2022-05-04,ACTIVE
2701,INDIVIDUAL,2022-04-29,ACTIVE
2702,CORPORATE,2022-01-01,ACTIVE
2703,INDIVIDUAL,2025-02-11,ACTIVE
2704,INDIVIDUAL,2025-05-29,ACTIVE
2705,INDIVIDUAL,2024-03-25,ACTIVE
2706,INDIVIDUAL,2023-07-01,ACTIVE
2707,INDIVIDUAL,2024-11-01,ACTIVE
2708,INDIVIDUAL,2024-05-01,ACTIVE
2709,INDIVIDUAL,2023-05-06,ACTIVE
2710,CORPORATE,2022-11-03,ACTIVE
2711,INDIVIDUAL,2023-02-02,ACTIVE
2712,INDIVIDUAL,2024-08-15,ACTIVE
2713,INDIVIDUAL,2024-07-22,ACTIVE
2714,INDIVIDUAL,2025-06-25,ACTIVE
2715,INDIVIDUAL,2022-10-23,ACTIVE
2716,INDIVIDUAL,2023-02-04,ACTIVE
2717,CORPORATE,2024-09-06,ACTIVE
2718,INDIVIDUAL,2022-01-18,ACTIVE
2719,INDIVIDUAL,2025-08-31,ACTIVE
2720,INDIVIDUAL,2023-10-23,ACTIVE
2721,INDIVIDUAL,2025-09-11,ACTIVE
2722,CORPORATE,2025-03-19,ACTIVE
2723,INDIVIDUAL,2022-03-19,ACTIVE
2724,INDIVIDUAL,2022-08-22,ACTIVE
2725,INDIVIDUAL,2025-03-28,ACTIVE
2726,INDIVIDUAL,2023-08-31,ACTIVE
2727,INDIVIDUAL,2022-12-17,ACTIVE
2728,CORPORATE,2022-02-23,ACTIVE
2729,INDIVIDUAL,2023-10-04,ACTIVE
2730,INDIVIDUAL,2022-09-18,ACTIVE
2731,INDIVIDUAL,2023-06-30,ACTIVE
2732,INDIVIDUAL,2022-09-01,ACTIVE
2733,INDIVIDUAL,2025-12-17,ACTIVE
2734,INDIVIDUAL,2023-09-07,ACTIVE
2735,INDIVIDUAL,2022-02-18,ACTIVE
2736,CORPORATE,2025-07-03,ACTIVE
2737,INDIVIDUAL,2024-03-31,ACTIVE
2738,INDIVIDUAL,2023-09-01,ACTIVE
2739,CORPORATE,2025-11-19,ACTIVE
2740,INDIVIDUAL,2023-06-21,ACTIVE
2741,INDIVIDUAL,2025-09-11,ACTIVE
2742,INDIVIDUAL,2024-01-03,ACTIVE
2743,INDIVIDUAL,2022-12-24,ACTIVE
2744,CORPORATE,2023-01-14,ACTIVE
2745,CORPORATE,2024-02-23,ACTIVE
2746,CORPORATE,2025-04-20,ACTIVE
2747,INDIVIDUAL,2022-12-02,ACTIVE
2748,INDIVIDUAL,2023-06-13,ACTIVE
