collateral_id,loan_id,collateral_type,collateral_value,valuation_date,status
1442,8252,MOTORCYCLE,2964.31,2022-09-28,ACTIVE
1443,4553,CAR,3601.75,2022-09-28,ACTIVE
1444,4324,SMARTPHONE,405.31,2022-09-28,RELEASED
1445,8189,SMARTPHONE,778.76,2022-09-29,ACTIVE
1446,15864,MOTORCYCLE,2382.41,2022-09-29,RELEASED
1447,15533,MOTORCYCLE,4508.04,2022-09-29,ACTIVE
1448,22317,MOTORCYCLE,1936.87,2022-09-29,ACTIVE
1449,20424,MOTORCYCLE,15820.29,2022-09-29,RELEASED
1450,18873,MOTORCYCLE,3281.59,2022-09-29,ACTIVE
1451,16707,CAR,18694.13,2022-09-29,RELEASED
1452,1052,MOTORCYCLE,3647.27,2022-09-29,RELEASED
1453,10973,MOTORCYCLE,58802.48,2022-09-30,RELEASED
1454,21159,MOTORCYCLE,3694.94,2022-09-30,ACTIVE
1455,21149,CAR,1720.06,2022-09-30,RELEASED
1456,11106,SMARTPHONE,443.69,2022-09-30,RELEASED
1457,18729,MOTORCYCLE,1630.53,2022-10-01,RELEASED
1458,15759,SMARTPHONE,495.89,2022-10-01,RELEASED
1459,4520,CAR,3365.06,2022-10-02,ACTIVE
1460,13814,CAR,4859.99,2022-10-02,ACTIVE
1461,2399,SMARTPHONE,421.5,2022-10-02,SEIZED
1462,11025,SMARTPHONE,992.5,2022-10-02,RELEASED
1463,13585,CAR,66179.14,2022-10-03,ACTIVE
1464,10506,MOTORCYCLE,2913.63,2022-10-03,ACTIVE
1465,11839,CAR,5126.29,2022-10-03,RELEASED
1466,6920,SMARTPHONE,970.31,2022-10-03,ACTIVE
1467,16596,SMARTPHONE,893.59,2022-10-04,ACTIVE
1468,1784,CAR,3546.51,2022-10-04,SEIZED
1469,1799,SMARTPHONE,793.55,2022-10-04,RELEASED
1470,22599,SMARTPHONE,334.74,2022-10-04,ACTIVE
1471,8127,MOTORCYCLE,3089.27,2022-10-05,ACTIVE
1472,22841,CAR,2981.33,2022-10-05,RELEASED
1473,995,CAR,8245.59,2022-10-05,RELEASED
1474,15528,MOTORCYCLE,2288.18,2022-10-05,ACTIVE
1475,4610,SMARTPHONE,418.45,2022-10-06,RELEASED
1476,5286,CAR,48334.7,2022-10-06,ACTIVE
1477,136,MOTORCYCLE,2614.6,2022-10-06,RELEASED
1478,14355,CAR,33053.85,2022-10-06,RELEASED
1479,2664,CAR,6393.74,2022-10-07,RELEASED
1480,58,CAR,82033.89,2022-10-07,SEIZED
1481,19495,MOTORCYCLE,86544.48,2022-10-07,RELEASED
1482,18223,SMARTPHONE,920.18,2022-10-07,RELEASED
1483,13951,MOTORCYCLE,13027.15,2022-10-07,RELEASED
1484,17424,SMARTPHONE,539.46,2022-10-08,ACTIVE
1485,13794,SMARTPHONE,432.74,2022-10-08,ACTIVE
1486,10371,CAR,21183.67,2022-10-08,ACTIVE
1487,8420,MOTORCYCLE,2720.15,2022-10-09,RELEASED
1488,10967,SMARTPHONE,596.02,2022-10-09,SEIZED
1489,145,CAR,5614.73,2022-10-09,ACTIVE
1490,20383,MOTORCYCLE,1659.66,2022-10-09,ACTIVE
1491,12533,SMARTPHONE,649.04,2022-10-09,ACTIVE
1492,16561,CAR,8334.75,2022-10-09,ACTIVE
1493,10643,MOTORCYCLE,2533.2,2022-10-09,SEIZED
1494,9740,SMARTPHONE,772.44,2022-10-09,RELEASED
1495,10495,SMARTPHONE,697.91,2022-10-09,ACTIVE
1496,1950,SMARTPHONE,555.7,2022-10-09,ACTIVE
1497,14603,MOTORCYCLE,1681.87,2022-10-10,RELEASED
1498,6617,MOTORCYCLE,3210.09,2022-10-10,ACTIVE
1499,8904,SMARTPHONE,976.37,2022-10-10,ACTIVE
1500,8892,SMARTPHONE,611.95,2022-10-11,ACTIVE
1501,5561,CAR,52069.16,2022-10-11,ACTIVE
1502,8202,SMARTPHONE,1082.96,2022-10-11,ACTIVE
1503,8947,MOTORCYCLE,3966.48,2022-10-11,RELEASED
1504,14304,CAR,8353.65,2022-10-11,ACTIVE
1505,5557,CAR,5428.7,2022-10-12,ACTIVE
1506,12412,CAR,2302.81,2022-10-12,RELEASED
1507,4927,SMARTPHONE,1294.87,2022-10-12,ACTIVE
1508,20207,SMARTPHONE,530.63,2022-10-12,SEIZED
1509,9764,SMARTPHONE,656.41,2022-10-12,RELEASED
1510,10619,MOTORCYCLE,15968.27,2022-10-13,RELEASED
1511,18362,MOTORCYCLE,2158.01,2022-10-13,RELEASED
1512,4638,SMARTPHONE,195.26,2022-10-13,SEIZED
1513,20457,SMARTPHONE,298.87,2022-10-13,RELEASED
1514,21555,MOTORCYCLE,2587.92,2022-10-14,RELEASED
1515,19036,SMARTPHONE,344.55,2022-10-14,ACTIVE
1516,8373,MOTORCYCLE,4226.51,2022-10-14,SEIZED
1517,5652,SMARTPHONE,927.34,2022-10-14,ACTIVE
1518,20847,MOTORCYCLE,2422.88,2022-10-14,SEIZED
1519,6117,MOTORCYCLE,783.76,2022-10-15,SEIZED
1520,874,SMARTPHONE,691.95,2022-10-15,RELEASED
1521,20181,CAR,43811.13,2022-10-15,RELEASED
1522,3023,MOTORCYCLE,1112.64,2022-10-15,RELEASED
1523,9162,MOTORCYCLE,1612.5,2022-10-15,RELEASED
1524,11294,SMARTPHONE,511.9,2022-10-15,ACTIVE
1525,16068,SMARTPHONE,733.85,2022-10-15,ACTIVE
1526,12663,CAR,3033.62,2022-10-16,RELEASED
1527,16225,SMARTPHONE,895.93,2022-10-16,RELEASED
1528,17818,MOTORCYCLE,2875.3,2022-10-16,RELEASED
1529,16005,MOTORCYCLE,2809.81,2022-10-16,RELEASED
1530,14672,MOTORCYCLE,2797.14,2022-10-17,RELEASED
1531,8796,CAR,2557.4,2022-10-17,ACTIVE
1532,18876,MOTORCYCLE,1789.1,2022-10-17,ACTIVE
1533,13176,SMARTPHONE,584.16,2022-10-17,SEIZED
1534,18028,SMARTPHONE,842.34,2022-10-18,ACTIVE
1535,22878,CAR,5289.88,2022-10-18,ACTIVE
1536,22877,MOTORCYCLE,13898.79,2022-10-18,RELEASED
1537,17147,MOTORCYCLE,3230.65,2022-10-18,RELEASED
1538,1112,CAR,60934.53,2022-10-18,ACTIVE
1539,13022,MOTORCYCLE,88490.86,2022-10-18,ACTIVE
1540,3307,CAR,31661.71,2022-10-18,RELEASED
1541,341,MOTORCYCLE,2112.8,2022-10-18,RELEASED
1542,37,CAR,77418.63,2022-10-18,RELEASED
1543,19906,CAR,7233.65,2022-10-19,ACTIVE
1544,11248,SMARTPHONE,361.46,2022-10-19,RELEASED
1545,8880,SMARTPHONE,586.39,2022-10-19,ACTIVE
1546,17445,SMARTPHONE,475.51,2022-10-20,SEIZED
1547,22832,SMARTPHONE,1021.88,2022-10-20,ACTIVE
1548,5403,MOTORCYCLE,47777.96,2022-10-20,ACTIVE
1549,1399,SMARTPHONE,858.94,2022-10-20,RELEASED
1550,13342,SMARTPHONE,689.78,2022-10-20,RELEASED
1551,12305,MOTORCYCLE,2974.91,2022-10-20,ACTIVE
1552,10432,CAR,82138.29,2022-10-20,ACTIVE
1553,4085,MOTORCYCLE,3812.4,2022-10-21,SEIZED
1554,5650,MOTORCYCLE,2261.75,2022-10-21,RELEASED
1555,9217,CAR,7969.68,2022-10-21,ACTIVE
1556,18208,CAR,4075.58,2022-10-21,RELEASED
1557,9205,MOTORCYCLE,2563.83,2022-10-21,ACTIVE
1558,5710,SMARTPHONE,320.89,2022-10-22,RELEASED
1559,13334,MOTORCYCLE,4656.16,2022-10-22,ACTIVE
1560,22399,MOTORCYCLE,2674.19,2022-10-22,ACTIVE
1561,3691,SMARTPHONE,327.07,2022-10-22,RELEASED
1562,14086,MOTORCYCLE,4403.1,2022-10-22,RELEASED
1563,11865,MOTORCYCLE,2712.72,2022-10-23,RELEASED
1564,19327,CAR,3866.76,2022-10-23,ACTIVE
1565,21351,MOTORCYCLE,2294.45,2022-10-23,SEIZED
1566,10314,MOTORCYCLE,3006.06,2022-10-23,RELEASED
1567,22653,MOTORCYCLE,3837.37,2022-10-23,ACTIVE
1568,14159,CAR,10071.34,2022-10-23,ACTIVE
1569,11735,MOTORCYCLE,3584.67,2022-10-23,RELEASED
1570,15938,MOTORCYCLE,1152.88,2022-10-24,ACTIVE
1571,7517,SMARTPHONE,642.09,2022-10-24,RELEASED
1572,15613,SMARTPHONE,539.68,2022-10-24,SEIZED
1573,9121,CAR,14039.2,2022-10-24,RELEASED
1574,4016,MOTORCYCLE,3529.88,2022-10-25,ACTIVE
1575,10374,CAR,22210.53,2022-10-25,ACTIVE
1576,5585,MOTORCYCLE,1881.98,2022-10-25,RELEASED
1577,16711,CAR,5000.96,2022-10-26,RELEASED
1578,16205,MOTORCYCLE,57774.01,2022-10-26,RELEASED
1579,13812,MOTORCYCLE,25864.28,2022-10-26,SEIZED
1580,7489,CAR,47495.6,2022-10-26,SEIZED
1581,5022,SMARTPHONE,746.06,2022-10-27,RELEASED
1582,14257,MOTORCYCLE,3081.14,2022-10-27,RELEASED
1583,21263,SMARTPHONE,568.52,2022-10-27,ACTIVE
1584,8913,MOTORCYCLE,49366.98,2022-10-27,ACTIVE
1585,22764,MOTORCYCLE,4603.83,2022-10-27,RELEASED
1586,3182,CAR,112880.2,2022-10-27,ACTIVE
1587,17526,CAR,5281.96,2022-10-28,ACTIVE
1588,5738,SMARTPHONE,704.43,2022-10-28,ACTIVE
1589,13699,MOTORCYCLE,2026.75,2022-10-28,RELEASED
1590,15375,MOTORCYCLE,4465.88,2022-10-28,ACTIVE
1591,7467,MOTORCYCLE,2374.91,2022-10-28,RELEASED
1592,4754,CAR,84355.07,2022-10-28,ACTIVE
1593,22013,MOTORCYCLE,2141.76,2022-10-28,RELEASED
1594,6209,SMARTPHONE,853.39,2022-10-28,RELEASED
1595,7738,SMARTPHONE,672.95,2022-10-29,RELEASED
1596,18132,SMARTPHONE,442.27,2022-10-29,ACTIVE
1597,23032,MOTORCYCLE,3113.19,2022-10-29,ACTIVE
1598,4316,CAR,35958.0,2022-10-29,RELEASED
1599,21730,SMARTPHONE,226.37,2022-10-29,ACTIVE
1600,1180,MOTORCYCLE,39105.07,2022-10-30,RELEASED
1601,20447,MOTORCYCLE,2334.55,2022-10-30,SEIZED
1602,20200,SMARTPHONE,534.43,2022-10-30,ACTIVE
1603,202,MOTORCYCLE,3648.23,2022-10-30,SEIZED
1604,23071,CAR,4184.67,2022-10-30,RELEASED
1605,11968,MOTORCYCLE,3086.25,2022-10-30,RELEASED
1606,21741,CAR,8334.41,2022-10-31,RELEASED
1607,15623,CAR,4853.3,2022-10-31,RELEASED
1608,22543,MOTORCYCLE,960.77,2022-10-31,ACTIVE
1609,19682,SMARTPHONE,662.57,2022-10-31,SEIZED
1610,20344,CAR,41585.65,2022-10-31,RELEASED
1611,7618,MOTORCYCLE,2253.94,2022-10-31,ACTIVE
1612,5851,CAR,28423.93,2022-10-31,RELEASED
1613,11744,MOTORCYCLE,2632.84,2022-10-31,ACTIVE
1614,20827,MOTORCYCLE,41868.35,2022-10-31,RELEASED
1615,9906,CAR,6910.64,2022-10-31,ACTIVE
1616,7729,MOTORCYCLE,2866.29,2022-10-31,ACTIVE
1617,22238,MOTORCYCLE,1451.37,2022-10-31,ACTIVE
1618,14407,SMARTPHONE,673.48,2022-11-01,SEIZED
1619,14866,MOTORCYCLE,1899.68,2022-11-01,RELEASED
1620,21059,SMARTPHONE,490.37,2022-11-01,ACTIVE
1621,3269,SMARTPHONE,745.19,2022-11-01,ACTIVE
1622,22477,MOTORCYCLE,4160.02,2022-11-01,ACTIVE
1623,10250,MOTORCYCLE,2688.7,2022-11-02,ACTIVE
1624,2436,MOTORCYCLE,38235.89,2022-11-02,ACTIVE
1625,11045,CAR,28285.88,2022-11-02,RELEASED
1626,12169,MOTORCYCLE,3792.63,2022-11-02,ACTIVE
1627,5532,SMARTPHONE,505.01,2022-11-02,RELEASED
1628,2294,MOTORCYCLE,12203.89,2022-11-02,ACTIVE
1629,9963,SMARTPHONE,920.69,2022-11-02,ACTIVE
1630,11698,MOTORCYCLE,2957.35,2022-11-03,RELEASED
1631,1043,MOTORCYCLE,44752.18,2022-11-03,RELEASED
1632,10308,CAR,3384.95,2022-11-03,SEIZED
1633,16478,MOTORCYCLE,1175.91,2022-11-03,RELEASED
1634,18579,MOTORCYCLE,31013.37,2022-11-03,ACTIVE
1635,2830,CAR,5521.91,2022-11-03,ACTIVE
1636,13690,SMARTPHONE,1269.53,2022-11-03,ACTIVE
1637,5213,CAR,5157.46,2022-11-04,ACTIVE
1638,16108,MOTORCYCLE,3257.18,2022-11-04,ACTIVE
1639,9903,MOTORCYCLE,3202.06,2022-11-04,ACTIVE
1640,17426,MOTORCYCLE,17472.45,2022-11-04,SEIZED
1641,903,MOTORCYCLE,1939.86,2022-11-05,RELEASED
1642,240,MOTORCYCLE,2150.99,2022-11-05,ACTIVE
1643,2083,CAR,6460.41,2022-11-05,RELEASED
1644,12146,SMARTPHONE,843.41,2022-11-05,ACTIVE
1645,13020,CAR,49039.43,2022-11-05,ACTIVE
1646,16024,MOTORCYCLE,2263.97,2022-11-05,ACTIVE
1647,21793,MOTORCYCLE,14266.85,2022-11-05,SEIZED
1648,14057,MOTORCYCLE,4519.0,2022-11-05,ACTIVE
1649,16754,MOTORCYCLE,3289.2,2022-11-06,ACTIVE
1650,20540,MOTORCYCLE,31502.32,2022-11-06,ACTIVE
1651,1494,SMARTPHONE,400.7,2022-11-06,ACTIVE
1652,20277,SMARTPHONE,507.78,2022-11-06,RELEASED
1653,13861,MOTORCYCLE,3223.59,2022-11-06,ACTIVE
1654,2087,CAR,1866.21,2022-11-06,RELEASED
1655,6602,CAR,38573.48,2022-11-07,ACTIVE
1656,5527,MOTORCYCLE,1064.86,2022-11-07,ACTIVE
1657,8948,CAR,9190.29,2022-11-07,RELEASED
1658,16188,SMARTPHONE,818.94,2022-11-07,RELEASED
1659,3257,MOTORCYCLE,4596.1,2022-11-08,ACTIVE
1660,3813,SMARTPHONE,1328.13,2022-11-08,RELEASED
1661,17405,MOTORCYCLE,2395.2,2022-11-08,ACTIVE
1662,18610,CAR,5430.03,2022-11-08,RELEASED
1663,2131,MOTORCYCLE,1951.0,2022-11-08,RELEASED
1664,22363,SMARTPHONE,545.1,2022-11-08,ACTIVE
1665,676,CAR,131002.32,2022-11-09,SEIZED
1666,10858,MOTORCYCLE,3423.65,2022-11-09,ACTIVE
1667,16808,MOTORCYCLE,19583.11,2022-11-09,ACTIVE
1668,8573,SMARTPHONE,645.63,2022-11-09,ACTIVE
1669,22719,CAR,6742.22,2022-11-09,ACTIVE
1670,14641,SMARTPHONE,627.63,2022-11-09,RELEASED
1671,1456,SMARTPHONE,377.55,2022-11-09,RELEASED
1672,2951,MOTORCYCLE,1019.24,2022-11-10,RELEASED
1673,8658,CAR,12501.21,2022-11-10,SEIZED
1674,23013,MOTORCYCLE,3138.97,2022-11-10,RELEASED
1675,19569,SMARTPHONE,474.78,2022-11-10,RELEASED
1676,6472,MOTORCYCLE,86153.1,2022-11-10,RELEASED
1677,4924,SMARTPHONE,888.36,2022-11-11,RELEASED
1678,15826,SMARTPHONE,795.43,2022-11-11,ACTIVE
1679,7876,SMARTPHONE,833.73,2022-11-11,ACTIVE
1680,759,MOTORCYCLE,3236.81,2022-11-11,RELEASED
1681,13879,SMARTPHONE,837.79,2022-11-11,RELEASED
1682,23383,MOTORCYCLE,3575.28,2022-11-11,RELEASED
1683,6707,CAR,4776.63,2022-11-12,ACTIVE
1684,20053,SMARTPHONE,745.33,2022-11-12,RELEASED
1685,1002,CAR,57990.15,2022-11-12,RELEASED
1686,2962,SMARTPHONE,462.75,2022-11-13,RELEASED
1687,17865,MOTORCYCLE,2887.68,2022-11-14,RELEASED
1688,15504,MOTORCYCLE,2634.29,2022-11-14,ACTIVE
1689,12438,SMARTPHONE,1215.99,2022-11-14,ACTIVE
1690,12216,MOTORCYCLE,1312.1,2022-11-14,RELEASED
1691,11350,MOTORCYCLE,2883.06,2022-11-14,RELEASED
1692,11753,MOTORCYCLE,4070.0,2022-11-14,RELEASED
1693,8865,MOTORCYCLE,1714.83,2022-11-14,ACTIVE
1694,2838,MOTORCYCLE,67954.36,2022-11-15,SEIZED
1695,2251,CAR,59713.02,2022-11-15,ACTIVE
1696,18480,CAR,26175.88,2022-11-15,ACTIVE
1697,16127,MOTORCYCLE,2923.19,2022-11-15,RELEASED
1698,3093,CAR,3318.22,2022-11-15,SEIZED
1699,195,MOTORCYCLE,2293.25,2022-11-15,SEIZED
1700,20551,SMARTPHONE,398.1,2022-11-15,SEIZED
1701,2437,SMARTPHONE,727.53,2022-11-16,RELEASED
1702,11314,SMARTPHONE,737.76,2022-11-16,ACTIVE
1703,5023,CAR,48638.55,2022-11-16,RELEASED
1704,10398,MOTORCYCLE,2607.13,2022-11-16,RELEASED
1705,15142,CAR,3048.23,2022-11-16,ACTIVE
1706,19837,MOTORCYCLE,36052.54,2022-11-16,SEIZED
1707,9622,MOTORCYCLE,1728.53,2022-11-16,ACTIVE
1708,1468,CAR,3938.37,2022-11-16,ACTIVE
1709,19553,CAR,6887.91,2022-11-17,ACTIVE
1710,18049,SMARTPHONE,852.28,2022-11-17,RELEASED
1711,16648,SMARTPHONE,480.89,2022-11-17,RELEASED
1712,4550,CAR,78163.94,2022-11-17,RELEASED
1713,3384,MOTORCYCLE,2522.23,2022-11-18,RELEASED
1714,2782,SMARTPHONE,645.35,2022-11-18,ACTIVE
1715,14958,MOTORCYCLE,3364.86,2022-11-18,RELEASED
1716,16611,MOTORCYCLE,2560.94,2022-11-18,ACTIVE
1717,12473,MOTORCYCLE,3921.69,2022-11-18,RELEASED
1718,5529,SMARTPHONE,1337.98,2022-11-18,ACTIVE
1719,9319,CAR,4412.19,2022-11-18,RELEASED
1720,20274,CAR,3606.0,2022-11-18,ACTIVE
1721,13227,SMARTPHONE,643.96,2022-11-19,RELEASED
1722,20337,MOTORCYCLE,2255.26,2022-11-19,ACTIVE
1723,17003,SMARTPHONE,764.24,2022-11-19,RELEASED
1724,18784,SMARTPHONE,464.97,2022-11-20,RELEASED
1725,6574,MOTORCYCLE,28218.31,2022-11-20,SEIZED
1726,19807,MOTORCYCLE,2322.96,2022-11-20,ACTIVE
1727,980,MOTORCYCLE,12699.48,2022-11-20,SEIZED
1728,12972,CAR,27918.61,2022-11-20,SEIZED
1729,12262,CAR,6035.44,2022-11-21,RELEASED
1730,2444,MOTORCYCLE,2516.37,2022-11-21,RELEASED
1731,20588,CAR,1907.78,2022-11-21,ACTIVE
1732,17674,CAR,17779.54,2022-11-21,ACTIVE
1733,13081,CAR,15825.16,2022-11-21,RELEASED
1734,1274,CAR,6148.74,2022-11-21,ACTIVE
1735,3770,MOTORCYCLE,3693.67,2022-11-21,RELEASED
1736,8502,SMARTPHONE,603.7,2022-11-22,ACTIVE
1737,21625,SMARTPHONE,710.87,2022-11-22,RELEASED
1738,17611,SMARTPHONE,832.51,2022-11-22,RELEASED
1739,3985,CAR,6002.77,2022-11-23,ACTIVE
1740,12422,MOTORCYCLE,2390.94,2022-11-23,SEIZED
1741,18264,MOTORCYCLE,3143.47,2022-11-23,SEIZED
1742,682,SMARTPHONE,473.72,2022-11-23,SEIZED
1743,1482,MOTORCYCLE,3204.06,2022-11-23,ACTIVE
1744,2139,MOTORCYCLE,2397.66,2022-11-23,ACTIVE
1745,20139,SMARTPHONE,711.02,2022-11-24,RELEASED
1746,17455,SMARTPHONE,1145.69,2022-11-24,ACTIVE
1747,17442,MOTORCYCLE,3068.41,2022-11-25,ACTIVE
1748,13086,CAR,5760.8,2022-11-25,ACTIVE
1749,10213,CAR,3852.82,2022-11-25,ACTIVE
1750,19097,SMARTPHONE,712.16,2022-11-25,RELEASED
1751,7683,CAR,5964.24,2022-11-25,RELEASED
1752,7875,CAR,4886.82,2022-11-25,ACTIVE
1753,20378,SMARTPHONE,1077.48,2022-11-25,ACTIVE
1754,14698,SMARTPHONE,702.72,2022-11-25,RELEASED
1755,1623,MOTORCYCLE,3241.22,2022-11-26,RELEASED
1756,12029,CAR,28756.68,2022-11-26,RELEASED
1757,20140,CAR,12907.7,2022-11-26,RELEASED
1758,3171,MOTORCYCLE,1835.9,2022-11-26,RELEASED
1759,15557,SMARTPHONE,1305.29,2022-11-26,SEIZED
1760,11882,CAR,3369.9,2022-11-26,ACTIVE
1761,272,CAR,2367.8,2022-11-26,ACTIVE
1762,14392,MOTORCYCLE,2110.03,2022-11-26,RELEASED
1763,16041,SMARTPHONE,698.71,2022-11-26,RELEASED
1764,13713,MOTORCYCLE,3383.71,2022-11-27,RELEASED
1765,6644,SMARTPHONE,780.25,2022-11-27,ACTIVE
1766,13433,SMARTPHONE,943.24,2022-11-27,RELEASED
1767,15450,MOTORCYCLE,969.22,2022-11-27,RELEASED
1768,11037,MOTORCYCLE,4134.66,2022-11-27,ACTIVE
1769,22946,SMARTPHONE,939.86,2022-11-27,RELEASED
1770,17803,MOTORCYCLE,2813.15,2022-11-27,SEIZED
1771,5087,MOTORCYCLE,1613.52,2022-11-28,RELEASED
1772,22132,MOTORCYCLE,3109.68,2022-11-28,RELEASED
1773,4044,SMARTPHONE,927.63,2022-11-28,SEIZED
1774,20700,CAR,14546.73,2022-11-28,ACTIVE
1775,1445,CAR,74776.37,2022-11-28,SEIZED
1776,18823,CAR,26568.26,2022-11-28,SEIZED
1777,22595,CAR,4919.63,2022-11-28,RELEASED
1778,15951,CAR,2386.01,2022-11-28,RELEASED
1779,11651,CAR,29011.95,2022-11-28,SEIZED
1780,21727,MOTORCYCLE,1406.44,2022-11-28,RELEASED
1781,23396,CAR,6181.12,2022-11-28,ACTIVE
1782,21510,CAR,3331.81,2022-11-29,ACTIVE
1783,2110,SMARTPHONE,501.6,2022-11-29,RELEASED
1784,4360,CAR,5318.31,2022-11-29,ACTIVE
1785,22042,SMARTPHONE,461.39,2022-11-29,SEIZED
1786,17017,MOTORCYCLE,3198.0,2022-11-30,ACTIVE
1787,14248,SMARTPHONE,560.48,2022-11-30,ACTIVE
1788,21408,MOTORCYCLE,20672.92,2022-11-30,RELEASED
1789,8714,MOTORCYCLE,12093.27,2022-12-01,RELEASED
1790,16867,MOTORCYCLE,1709.43,2022-12-01,ACTIVE
1791,8462,CAR,5677.56,2022-12-01,ACTIVE
1792,17628,SMARTPHONE,304.39,2022-12-01,ACTIVE
1793,3058,MOTORCYCLE,1983.94,2022-12-02,RELEASED
1794,10267,MOTORCYCLE,1038.95,2022-12-02,RELEASED
1795,18676,SMARTPHONE,935.74,2022-12-02,SEIZED
1796,7096,MOTORCYCLE,97077.43,2022-12-03,RELEASED
1797,13949,SMARTPHONE,447.0,2022-12-03,ACTIVE
1798,23185,SMARTPHONE,719.23,2022-12-03,RELEASED
1799,3907,CAR,8938.35,2022-12-03,ACTIVE
1800,3027,MOTORCYCLE,3246.18,2022-12-03,SEIZED
1801,4139,CAR,7269.63,2022-12-03,RELEASED
1802,9728,MOTORCYCLE,3882.27,2022-12-04,RELEASED
1803,21842,MOTORCYCLE,1970.35,2022-12-04,RELEASED
1804,6014,MOTORCYCLE,2491.31,2022-12-04,RELEASED
1805,19820,MOTORCYCLE,2912.8,2022-12-04,RELEASED
1806,4006,CAR,5689.42,2022-12-04,ACTIVE
1807,3176,SMARTPHONE,244.41,2022-12-05,ACTIVE
1808,9858,MOTORCYCLE,23240.88,2022-12-05,ACTIVE
1809,17512,SMARTPHONE,669.19,2022-12-05,ACTIVE
1810,12011,SMARTPHONE,714.32,2022-12-05,SEIZED
1811,23235,SMARTPHONE,434.83,2022-12-05,RELEASED
1812,18375,CAR,12172.29,2022-12-05,ACTIVE
1813,10765,SMARTPHONE,456.46,2022-12-05,ACTIVE
1814,16890,SMARTPHONE,792.56,2022-12-05,ACTIVE
1815,591,SMARTPHONE,546.46,2022-12-06,RELEASED
1816,217,SMARTPHONE,401.67,2022-12-06,RELEASED
1817,19054,CAR,42420.27,2022-12-06,ACTIVE
1818,2207,MOTORCYCLE,962.3,2022-12-06,RELEASED
1819,1792,CAR,20568.04,2022-12-06,ACTIVE
1820,2283,MOTORCYCLE,2912.2,2022-12-06,ACTIVE
1821,6699,CAR,16880.57,2022-12-06,ACTIVE
1822,1202,SMARTPHONE,280.01,2022-12-06,RELEASED
1823,5077,MOTORCYCLE,3037.13,2022-12-07,ACTIVE
1824,5280,CAR,26813.25,2022-12-07,RELEASED
1825,10202,CAR,5620.21,2022-12-07,RELEASED
1826,6285,CAR,21305.62,2022-12-07,ACTIVE
1827,22269,MOTORCYCLE,3219.16,2022-12-07,RELEASED
1828,9721,MOTORCYCLE,2750.21,2022-12-08,RELEASED
1829,23142,SMARTPHONE,372.57,2022-12-08,RELEASED
1830,16146,SMARTPHONE,734.55,2022-12-08,RELEASED
1831,20009,CAR,11423.24,2022-12-08,ACTIVE
1832,11254,SMARTPHONE,377.97,2022-12-08,ACTIVE
1833,16551,MOTORCYCLE,1774.47,2022-12-08,ACTIVE
1834,23183,MOTORCYCLE,1508.1,2022-12-08,ACTIVE
1835,5785,SMARTPHONE,676.77,2022-12-08,ACTIVE
1836,12816,MOTORCYCLE,3564.5,2022-12-08,ACTIVE
1837,10335,MOTORCYCLE,1806.69,2022-12-09,ACTIVE
1838,3296,MOTORCYCLE,667.63,2022-12-09,RELEASED
1839,3254,SMARTPHONE,859.4,2022-12-09,RELEASED
1840,18963,MOTORCYCLE,2318.29,2022-12-09,ACTIVE
1841,14970,SMARTPHONE,474.41,2022-12-09,ACTIVE
1842,2144,CAR,37142.29,2022-12-09,RELEASED
1843,5878,MOTORCYCLE,31805.5,2022-12-09,RELEASED
1844,20963,CAR,25021.51,2022-12-10,ACTIVE
1845,17662,CAR,5825.39,2022-12-10,ACTIVE
1846,4975,SMARTPHONE,978.61,2022-12-10,ACTIVE
1847,6786,MOTORCYCLE,3053.95,2022-12-10,ACTIVE
1848,3138,SMARTPHONE,830.32,2022-12-10,ACTIVE
1849,4766,MOTORCYCLE,38280.61,2022-12-10,RELEASED
1850,3920,SMARTPHONE,639.13,2022-12-10,ACTIVE
1851,22932,MOTORCYCLE,2261.45,2022-12-11,RELEASED
1852,6000,SMARTPHONE,861.62,2022-12-11,ACTIVE
1853,17960,MOTORCYCLE,1742.21,2022-12-11,RELEASED
1854,4579,MOTORCYCLE,1221.78,2022-12-11,ACTIVE
1855,5489,CAR,36597.22,2022-12-11,ACTIVE
1856,10284,CAR,5933.52,2022-12-12,ACTIVE
1857,6080,MOTORCYCLE,11086.34,2022-12-12,ACTIVE
1858,56,SMARTPHONE,844.21,2022-12-12,RELEASED
1859,10456,MOTORCYCLE,71160.61,2022-12-12,ACTIVE
1860,5242,CAR,1107.86,2022-12-12,ACTIVE
1861,12232,CAR,16090.64,2022-12-13,RELEASED
1862,12881,CAR,7312.5,2022-12-13,RELEASED
1863,10120,SMARTPHONE,677.81,2022-12-14,RELEASED
1864,15619,SMARTPHONE,728.76,2022-12-15,RELEASED
1865,5184,MOTORCYCLE,1268.35,2022-12-15,ACTIVE
1866,12318,SMARTPHONE,600.79,2022-12-15,SEIZED
1867,10046,MOTORCYCLE,4429.73,2022-12-15,SEIZED
1868,20236,MOTORCYCLE,1348.36,2022-12-16,ACTIVE
1869,6184,CAR,4175.79,2022-12-16,RELEASED
1870,13192,MOTORCYCLE,1404.22,2022-12-16,RELEASED
1871,18218,MOTORCYCLE,3126.89,2022-12-16,ACTIVE
1872,20331,MOTORCYCLE,62461.37,2022-12-16,RELEASED
1873,17221,CAR,37896.24,2022-12-16,ACTIVE
1874,2301,SMARTPHONE,788.5,2022-12-16,ACTIVE
1875,19064,SMARTPHONE,480.08,2022-12-16,SEIZED
