loan_id,customer_id,staff_id,branch_id,product_id,policy_id,collateral_id,start_date,interest_rate,tenor,amount,outstanding,status
1335,1147,774,18,4,1,1092,2022-08-17,2.31,18,11567.85,0.0,CLOSED
4127,3547,153,59,2,1,1209,2022-08-17,3.54,9,395.49,0.0,CLOSED
1776,1540,789,69,3,1,1210,2022-08-17,2.18,3,1384.13,0.0,CLOSED
7186,6161,642,10,2,1,1211,2022-08-17,4.6,12,405.94,0.0,CLOSED
10518,9003,976,98,1,1,1212,2022-08-17,2.57,24,2118.49,853.59,ACTIVE
3533,3033,187,88,5,3,1213,2022-08-17,1.67,30,52718.57,28724.89,DEFAULT
2059,1774,604,3,5,5,1214,2022-08-17,3.36,12,63522.24,0.0,CLOSED
11311,9689,316,82,1,1,1215,2022-08-17,3.32,9,1076.38,0.0,CLOSED
13406,11477,352,94,1,1,306,2022-08-17,3.06,9,660.81,391.84,DEFAULT
9052,7744,269,5,6,1,684,2022-08-18,5.42,6,5461.05,0.0,CLOSED
10489,8981,477,46,3,1,1035,2022-08-18,1.93,12,4253.03,1494.9,ACTIVE
16620,14207,820,53,1,4,511,2022-08-18,2.36,3,2104.96,0.0,CLOSED
1728,1501,900,14,2,1,84,2022-08-18,2.72,9,622.15,293.44,ACTIVE
3573,3070,845,41,1,1,88,2022-08-18,3.06,12,2348.43,0.0,CLOSED
9910,8495,875,25,3,1,1216,2022-08-18,1.73,12,1483.87,1060.73,ACTIVE
13934,11913,656,13,1,1,1074,2022-08-18,2.82,21,2107.23,834.51,ACTIVE
9197,7875,814,70,2,1,160,2022-08-18,3.06,3,447.8,141.98,ACTIVE
669,586,993,64,3,1,1172,2022-08-18,1.76,12,3523.49,0.0,CLOSED
22364,19099,237,92,1,1,1217,2022-08-18,2.71,12,1329.66,766.13,ACTIVE
19091,16296,642,10,3,1,5,2022-08-18,1.5,12,3016.31,885.09,ACTIVE
19712,16820,7,93,1,4,194,2022-08-19,1.65,3,1519.76,354.76,ACTIVE
21553,18391,820,53,4,3,1218,2022-08-19,1.83,48,14208.86,6995.28,ACTIVE
14940,12767,843,80,1,4,359,2022-08-19,1.52,21,1463.16,945.61,ACTIVE
4925,4218,237,92,1,1,1219,2022-08-19,2.66,9,2047.91,0.0,CLOSED
19854,16944,286,11,1,2,118,2022-08-19,1.85,6,771.61,100.21,ACTIVE
7120,6104,53,14,4,1,1220,2022-08-19,2.04,6,8109.94,0.0,CLOSED
20297,17330,656,13,3,1,931,2022-08-19,2.45,12,3800.16,0.0,CLOSED
14593,12468,396,4,1,4,1221,2022-08-19,2.86,21,1941.74,0.0,CLOSED
2206,1901,552,1,1,1,1222,2022-08-19,2.07,24,1465.56,0.0,CLOSED
15727,13442,280,9,1,4,1223,2022-08-19,1.45,3,1371.56,0.0,CLOSED
19605,16735,76,90,1,1,1224,2022-08-19,2.44,15,1462.19,0.0,CLOSED
5791,4973,249,42,3,4,53,2022-08-20,1.37,12,1985.5,493.82,ACTIVE
2978,2561,503,80,2,1,1225,2022-08-20,3.86,6,938.31,153.72,ACTIVE
4903,4197,526,29,4,1,851,2022-08-20,2.96,36,13154.78,11297.76,ACTIVE
12548,10750,491,61,1,1,1226,2022-08-20,3.01,12,673.41,483.02,DEFAULT
4064,3490,820,53,1,2,1227,2022-08-21,1.32,3,1522.63,1503.92,ACTIVE
5447,4669,645,20,2,1,1228,2022-08-21,3.07,3,465.0,300.83,ACTIVE
2001,1726,604,3,2,1,1229,2022-08-21,4.04,9,568.97,523.2,ACTIVE
13589,11633,843,80,6,6,1230,2022-08-22,3.54,36,10807.73,0.0,CLOSED
10152,8701,604,3,3,4,326,2022-08-22,1.38,3,4456.35,2399.06,DEFAULT
14742,12596,851,51,3,1,50,2022-08-22,2.32,6,1746.31,0.0,CLOSED
14135,12082,733,65,5,1,41,2022-08-22,2.5,12,21787.1,16980.07,ACTIVE
18321,15654,645,20,4,1,1231,2022-08-22,2.63,21,13057.97,5096.01,ACTIVE
19918,17001,218,13,4,3,1232,2022-08-22,0.74,6,19044.49,0.0,CLOSED
5845,5019,993,64,2,1,1233,2022-08-22,2.84,9,250.75,0.0,CLOSED
15023,12835,417,97,3,2,608,2022-08-22,1.7,3,2158.72,0.0,CLOSED
23084,19719,671,95,6,1,1234,2022-08-22,4.49,12,12626.74,0.0,CLOSED
20332,17359,258,78,1,1,832,2022-08-23,2.98,24,1200.25,0.0,CLOSED
293,258,301,96,3,4,715,2022-08-23,0.74,12,3987.15,2515.5,ACTIVE
1138,978,199,7,4,1,767,2022-08-23,2.03,33,15999.4,0.0,CLOSED
3132,2694,198,97,3,2,1235,2022-08-23,0.72,6,2672.48,0.0,CLOSED
1480,1272,915,34,4,1,931,2022-08-23,2.17,42,12891.26,0.0,CLOSED
1434,1231,527,2,2,1,1236,2022-08-23,4.26,12,522.72,0.0,CLOSED
17938,15325,993,64,2,1,384,2022-08-24,4.04,12,471.14,166.5,ACTIVE
4763,4079,733,65,3,2,605,2022-08-24,1.33,3,3829.05,0.0,CLOSED
2834,2441,279,23,1,1,1237,2022-08-24,1.81,15,1856.15,0.0,CLOSED
10009,8584,139,36,1,1,1238,2022-08-24,3.42,3,1691.33,349.36,ACTIVE
18172,15526,820,53,2,2,1239,2022-08-24,3.13,12,614.62,414.33,ACTIVE
12392,10612,142,10,5,1,693,2022-08-24,3.99,42,24949.0,0.0,CLOSED
15765,13474,442,79,5,5,1240,2022-08-24,3.61,18,30303.37,26792.48,ACTIVE
2711,2334,75,72,5,5,1241,2022-08-24,2.72,30,20382.18,9191.07,ACTIVE
6483,5560,291,20,1,1,1242,2022-08-24,2.88,21,1041.42,0.0,CLOSED
17051,14567,316,82,5,3,1243,2022-08-24,1.28,54,33330.63,14157.41,ACTIVE
21319,18194,642,10,4,1,143,2022-08-24,2.97,18,12549.21,0.0,CLOSED
6147,5275,423,86,2,2,1244,2022-08-25,3.15,3,495.84,0.0,CLOSED
14784,12632,75,72,2,1,1245,2022-08-25,2.7,6,601.18,153.44,ACTIVE
12385,10606,464,37,1,1,1246,2022-08-25,2.01,12,1551.54,798.8,DEFAULT
3887,3346,748,9,6,1,1237,2022-08-25,4.11,6,13961.11,0.0,CLOSED
18449,15755,137,47,4,1,1247,2022-08-25,2.25,21,12888.63,0.0,CLOSED
7248,6211,486,60,1,1,1248,2022-08-25,2.41,3,814.91,336.62,ACTIVE
2998,2579,988,20,1,1,412,2022-08-25,2.65,18,1989.07,0.0,CLOSED
11653,9978,73,75,2,1,1249,2022-08-25,2.71,3,645.95,0.0,CLOSED
22333,19071,436,59,3,1,1250,2022-08-25,2.26,12,2796.06,807.58,DEFAULT
5277,4521,182,33,3,2,1251,2022-08-26,1.07,6,2737.93,0.0,CLOSED
9627,8248,506,97,1,2,817,2022-08-26,2.15,3,1353.79,1319.62,ACTIVE
21101,18019,53,14,3,4,740,2022-08-26,1.19,6,2792.42,1342.54,ACTIVE
2741,2355,748,9,1,4,1252,2022-08-26,1.72,3,2122.63,1198.53,ACTIVE
23120,19752,706,39,3,1,931,2022-08-27,1.31,6,3683.29,1944.92,ACTIVE
22194,18949,820,53,3,4,53,2022-08-27,1.13,9,3141.11,2591.05,ACTIVE
7957,6819,990,52,1,1,1253,2022-08-27,1.87,24,1735.39,0.0,CLOSED
2115,1823,552,1,2,1,1254,2022-08-27,3.38,12,568.69,323.02,ACTIVE
5370,4601,464,37,4,3,1255,2022-08-27,0.73,15,18518.48,2365.29,ACTIVE
9491,8136,504,97,3,2,1256,2022-08-27,1.8,9,1446.91,288.81,ACTIVE
22434,19159,500,3,1,4,1257,2022-08-27,2.12,12,2227.32,1640.49,DEFAULT
18348,15676,139,36,5,3,1258,2022-08-27,2.73,6,30722.16,8042.5,DEFAULT
17637,15069,600,23,2,1,1259,2022-08-27,2.75,3,317.14,0.0,CLOSED
12106,10367,854,58,2,2,1260,2022-08-27,2.21,12,203.69,100.6,ACTIVE
18918,16150,269,5,2,1,1261,2022-08-27,2.94,9,577.31,318.98,ACTIVE
14675,12533,203,22,4,1,1262,2022-08-27,1.83,15,10380.29,10311.97,ACTIVE
16997,14524,286,11,1,2,1263,2022-08-28,1.52,3,1119.71,0.0,CLOSED
19866,16955,584,94,1,1,1264,2022-08-28,2.71,3,1286.59,0.0,CLOSED
23416,19994,843,80,2,1,1265,2022-08-28,2.97,3,490.02,0.0,CLOSED
5225,4476,464,37,4,3,1266,2022-08-28,0.55,45,6746.21,0.0,CLOSED
10114,8670,725,82,3,1,1267,2022-08-28,1.79,12,3055.41,0.0,CLOSED
12264,10502,142,10,4,1,138,2022-08-28,1.97,33,9915.91,0.0,CLOSED
5756,4941,316,82,1,1,1268,2022-08-28,1.97,15,1550.4,0.0,CLOSED
6510,5583,436,59,3,1,1269,2022-08-28,1.62,9,2733.33,0.0,CLOSED
1571,1360,153,59,1,1,194,2022-08-28,3.17,18,2468.18,0.0,CLOSED
20574,17568,291,20,5,1,675,2022-08-28,3.07,48,14605.76,14038.0,ACTIVE
22627,19326,504,97,5,1,1270,2022-08-28,2.16,42,26666.33,0.0,CLOSED
18671,15947,352,94,4,1,967,2022-08-29,1.62,42,6028.74,0.0,CLOSED
17589,15029,506,97,2,2,1271,2022-08-29,2.09,9,548.56,306.13,ACTIVE
16786,14344,86,29,2,2,1272,2022-08-29,2.43,6,516.27,0.0,CLOSED
8466,7253,656,13,1,1,1237,2022-08-29,3.25,24,1868.11,0.0,CLOSED
21940,18728,645,20,5,1,724,2022-08-29,2.68,48,19861.01,6699.25,ACTIVE
4367,3750,142,10,1,1,825,2022-08-29,2.98,3,1973.84,0.0,CLOSED
941,810,899,81,2,1,1273,2022-08-29,4.97,12,452.3,101.88,DEFAULT
5982,5133,346,100,1,2,135,2022-08-29,1.51,3,1867.66,1208.25,ACTIVE
16021,13690,396,4,5,1,1274,2022-08-29,3.69,54,27502.45,17099.69,ACTIVE
23156,19780,223,54,6,1,1275,2022-08-29,3.31,6,14841.72,0.0,CLOSED
4144,3561,820,53,1,4,1276,2022-08-29,2.9,24,1583.72,164.29,ACTIVE
12982,11118,7,93,2,2,1277,2022-08-29,2.22,12,605.23,235.92,ACTIVE
13055,11178,993,64,1,1,1278,2022-08-29,3.39,15,1591.12,0.0,CLOSED
14891,12725,396,4,2,1,1279,2022-08-30,4.83,6,451.1,48.91,ACTIVE
14875,12710,491,61,4,3,1280,2022-08-30,1.49,21,11544.43,0.0,CLOSED
11528,9871,754,60,4,1,305,2022-08-30,1.61,33,12732.15,0.0,CLOSED
19939,17017,656,13,1,1,1120,2022-08-30,3.03,6,1452.88,0.0,CLOSED
23414,19993,654,37,1,1,1099,2022-08-30,3.4,3,1031.82,719.91,DEFAULT
12793,10956,993,64,4,1,1281,2022-08-30,1.61,42,11119.9,5009.3,ACTIVE
3527,3028,285,68,5,3,740,2022-08-30,2.18,18,38230.36,5961.4,ACTIVE
4787,4100,76,90,2,1,1282,2022-08-30,4.69,6,474.07,0.0,CLOSED
21004,17936,525,81,4,1,1283,2022-08-30,2.68,42,13498.34,4674.89,DEFAULT
4874,4173,504,97,2,2,1284,2022-08-31,2.63,3,595.01,0.0,CLOSED
4833,4139,659,63,3,4,536,2022-08-31,0.8,9,1618.56,0.0,CLOSED
14667,12527,982,78,2,1,1285,2022-08-31,3.14,6,783.65,431.03,ACTIVE
21070,17992,927,99,5,5,1286,2022-08-31,2.19,30,56445.42,34779.11,ACTIVE
13571,11615,60,87,2,1,1142,2022-08-31,3.2,9,388.92,150.05,ACTIVE
20492,17499,472,65,4,1,851,2022-08-31,2.77,36,9577.09,4839.01,ACTIVE
14533,12417,380,43,6,1,1287,2022-08-31,4.38,24,13055.26,0.0,CLOSED
3471,2978,739,7,5,5,1288,2022-08-31,2.71,36,13682.08,0.0,CLOSED
12765,10932,33,12,3,4,1289,2022-09-01,1.04,9,2387.22,2060.35,ACTIVE
6142,5271,983,52,5,1,1290,2022-09-01,2.14,36,17359.93,15006.81,ACTIVE
7813,6697,269,5,4,1,1291,2022-09-01,2.11,48,10636.07,0.0,CLOSED
11325,9699,903,68,3,1,3,2022-09-01,1.98,3,2659.95,0.0,CLOSED
17576,15016,46,84,2,2,1292,2022-09-02,3.48,12,519.57,146.01,ACTIVE
12721,10896,436,59,6,1,1293,2022-09-02,4.35,18,12662.13,0.0,CLOSED
13885,11873,903,68,3,1,929,2022-09-02,1.78,6,4519.21,2555.63,ACTIVE
15572,13313,843,80,2,1,1294,2022-09-02,3.93,9,536.68,496.14,ACTIVE
10118,8672,5,23,2,1,983,2022-09-02,4.28,12,472.45,315.94,ACTIVE
17113,14621,251,16,3,1,5,2022-09-02,1.59,12,2393.21,0.0,CLOSED
3496,3001,733,65,2,2,445,2022-09-02,2.25,3,392.32,127.55,ACTIVE
10223,8760,153,59,2,1,1295,2022-09-02,4.24,12,422.56,0.0,CLOSED
10730,9192,20,46,2,1,1296,2022-09-02,3.83,12,752.67,601.47,ACTIVE
5183,4438,462,90,5,3,1297,2022-09-02,2.23,48,27145.68,24474.16,ACTIVE
5680,4875,928,29,2,2,1298,2022-09-02,4.04,3,796.94,0.0,CLOSED
9755,8358,10,79,4,1,1035,2022-09-02,2.45,36,9076.16,4436.68,ACTIVE
19226,16414,845,41,1,1,1219,2022-09-02,2.99,12,1188.12,598.12,ACTIVE
5289,4533,976,98,2,1,1299,2022-09-03,3.65,6,596.08,185.45,ACTIVE
5826,5001,223,54,1,1,1300,2022-09-03,2.6,21,2499.68,0.0,CLOSED
3741,3219,588,24,5,3,994,2022-09-03,1.35,48,14385.86,0.0,CLOSED
13447,11514,833,70,1,4,1301,2022-09-03,2.3,3,2213.03,1911.36,ACTIVE
4599,3941,928,29,3,2,66,2022-09-03,1.61,12,3862.27,914.75,ACTIVE
19745,16847,477,46,2,1,991,2022-09-03,3.11,6,523.11,0.0,CLOSED
12478,10684,673,12,1,4,1302,2022-09-03,1.39,9,1645.53,0.0,CLOSED
19411,16573,491,61,2,1,1303,2022-09-04,3.8,3,525.69,467.34,ACTIVE
21334,18206,395,26,5,5,1063,2022-09-04,2.66,6,49127.79,13022.12,ACTIVE
1520,1312,147,64,1,1,1304,2022-09-04,3.07,24,1521.06,1262.91,ACTIVE
7862,6740,748,9,2,1,1305,2022-09-04,4.1,9,354.73,178.73,ACTIVE
1759,1524,153,59,6,1,1306,2022-09-04,5.96,12,16892.08,0.0,CLOSED
2982,2565,654,37,5,3,632,2022-09-04,1.42,18,36078.71,18599.54,ACTIVE
19843,16934,814,70,2,1,1307,2022-09-04,3.4,3,645.55,452.96,ACTIVE
11699,10016,174,91,1,2,1308,2022-09-05,1.7,21,2273.98,0.0,CLOSED
21705,18527,921,27,1,1,1309,2022-09-05,3.3,9,2033.17,1519.74,ACTIVE
19793,16887,147,64,2,1,1310,2022-09-05,4.69,12,817.58,386.18,ACTIVE
11880,10172,396,4,4,1,1311,2022-09-05,1.63,15,11149.31,0.0,CLOSED
18122,15483,526,29,5,5,1312,2022-09-05,3.4,30,30008.18,0.0,CLOSED
13945,11922,957,84,3,2,1313,2022-09-05,1.96,9,1968.76,0.0,CLOSED
2421,2085,739,7,4,1,608,2022-09-05,2.18,42,11475.07,5942.93,ACTIVE
16163,13814,53,14,2,1,1314,2022-09-05,3.1,9,511.8,411.38,ACTIVE
19714,16821,284,8,2,1,753,2022-09-05,4.11,9,370.16,0.0,CLOSED
2633,2267,880,29,6,1,1078,2022-09-06,4.53,12,6845.46,0.0,CLOSED
11290,9670,442,79,4,1,1315,2022-09-06,1.88,18,5050.95,4896.27,ACTIVE
6915,5923,820,53,1,2,1316,2022-09-06,1.71,9,859.9,0.0,CLOSED
3897,3353,820,53,2,2,1317,2022-09-06,2.71,6,680.83,544.78,ACTIVE
2304,1986,526,29,5,5,1291,2022-09-06,2.17,60,40315.61,0.0,CLOSED
1812,1570,642,10,3,1,251,2022-09-06,2.22,6,1935.64,0.0,CLOSED
22640,19335,656,13,5,3,1318,2022-09-06,1.9,60,18832.35,5031.7,ACTIVE
21373,18240,90,77,6,1,311,2022-09-06,4.15,36,13336.7,0.0,CLOSED
5393,4624,789,69,2,1,328,2022-09-06,4.06,3,231.24,52.84,ACTIVE
15239,13024,526,29,4,1,555,2022-09-06,2.2,39,3776.23,3041.94,ACTIVE
19912,16996,153,59,4,1,1319,2022-09-06,2.62,21,4529.97,1806.64,ACTIVE
1896,1634,412,77,5,3,1320,2022-09-06,1.37,12,45221.93,0.0,CLOSED
12483,10689,174,91,2,2,1321,2022-09-07,2.98,9,727.88,498.87,ACTIVE
16733,14303,75,72,3,1,1057,2022-09-07,2.12,6,3311.32,822.31,ACTIVE
14158,12100,957,84,5,1,1322,2022-09-07,2.15,12,24526.46,3417.6,ACTIVE
22248,19000,153,59,1,1,1323,2022-09-07,1.86,18,1006.71,706.52,ACTIVE
15173,12964,526,29,1,2,1324,2022-09-07,1.85,9,1210.57,978.3,ACTIVE
19597,16728,855,51,6,1,1325,2022-09-07,5.6,30,5468.7,0.0,CLOSED
13756,11765,153,59,2,1,1326,2022-09-07,4.65,12,509.58,0.0,CLOSED
16436,14042,395,26,1,1,1327,2022-09-07,3.1,9,1784.99,1006.31,DEFAULT
4567,3914,462,90,3,1,975,2022-09-07,1.41,12,3266.41,0.0,CLOSED
6284,5388,284,8,6,1,1328,2022-09-07,5.66,24,11830.0,9849.1,DEFAULT
862,743,814,70,6,1,50,2022-09-08,3.82,12,17611.43,0.0,CLOSED
4688,4014,237,92,1,1,70,2022-09-08,1.98,3,1994.82,576.55,ACTIVE
1847,1599,301,96,1,4,1013,2022-09-08,1.42,24,1132.19,0.0,CLOSED
22783,19456,269,5,2,1,1329,2022-09-08,4.3,6,138.1,122.01,DEFAULT
19658,16775,436,59,2,1,1330,2022-09-08,4.33,9,692.03,511.76,ACTIVE
7578,6492,993,64,1,1,1070,2022-09-08,2.0,6,2301.89,1278.53,ACTIVE
21212,18108,66,51,2,1,1331,2022-09-08,4.67,12,422.66,0.0,CLOSED
7346,6295,90,77,1,4,1013,2022-09-08,2.77,3,914.26,654.1,ACTIVE
21215,18110,820,53,3,4,1291,2022-09-08,0.99,6,1930.9,818.81,ACTIVE
1329,1141,656,13,3,1,582,2022-09-08,1.95,12,423.96,0.0,CLOSED
6311,5409,820,53,2,2,1332,2022-09-09,3.13,9,329.35,296.55,ACTIVE
11304,9683,988,20,1,1,1053,2022-09-09,3.36,18,1146.18,0.0,CLOSED
1460,1255,199,7,3,1,929,2022-09-09,2.46,9,2582.74,579.06,ACTIVE
20522,17525,880,29,5,5,107,2022-09-10,3.19,36,33860.74,0.0,CLOSED
16500,14102,587,40,2,1,1333,2022-09-10,3.8,12,955.75,465.22,ACTIVE
11011,9433,380,43,2,1,1334,2022-09-10,4.85,12,584.25,0.0,CLOSED
11392,9755,142,10,1,1,1335,2022-09-10,2.73,18,2684.12,0.0,CLOSED
18288,15624,5,23,6,1,1336,2022-09-10,4.1,12,11926.52,0.0,CLOSED
19102,16304,203,22,3,1,1196,2022-09-10,2.3,3,1176.97,571.42,ACTIVE
21242,18131,147,64,4,1,561,2022-09-10,2.15,15,9254.5,8969.89,ACTIVE
22596,19295,526,29,2,2,1337,2022-09-10,2.5,12,515.99,0.0,CLOSED
758,659,153,59,4,1,1338,2022-09-11,2.98,45,11833.14,2837.23,ACTIVE
548,478,342,55,3,2,1339,2022-09-11,1.84,3,796.44,0.0,CLOSED
22921,19575,503,80,4,1,1340,2022-09-11,2.46,18,9326.9,2848.69,ACTIVE
15104,12904,462,90,5,3,854,2022-09-11,2.8,30,34878.49,0.0,CLOSED
5024,4302,380,43,2,1,1341,2022-09-11,4.63,3,692.71,293.38,DEFAULT
1020,877,251,16,5,3,1342,2022-09-11,2.35,60,55397.11,0.0,CLOSED
13470,11534,237,92,1,1,962,2022-09-11,3.25,24,2113.73,1201.58,ACTIVE
3259,2805,645,20,4,1,226,2022-09-11,2.9,21,10443.99,0.0,CLOSED
23385,19972,174,91,1,2,1343,2022-09-11,2.44,18,1289.32,494.14,DEFAULT
15407,13171,66,51,1,1,1275,2022-09-11,3.35,24,1014.75,676.61,DEFAULT
22082,18848,875,25,1,1,1344,2022-09-12,3.49,3,1460.05,0.0,CLOSED
3397,2921,142,10,1,1,798,2022-09-12,2.94,15,1179.06,0.0,CLOSED
4652,3983,442,79,6,1,1335,2022-09-12,3.96,18,11573.47,1793.7,ACTIVE
13412,11483,412,77,1,4,1345,2022-09-12,2.21,12,1709.56,0.0,CLOSED
6808,5829,76,90,3,1,1346,2022-09-12,2.29,12,1967.45,0.0,CLOSED
5297,4540,73,75,1,1,1347,2022-09-13,1.84,6,1823.78,1475.13,ACTIVE
21139,18049,604,3,3,4,1348,2022-09-13,1.01,3,3311.06,3230.47,ACTIVE
16428,14035,915,34,2,1,167,2022-09-13,4.08,12,609.27,0.0,CLOSED
6837,5856,478,6,1,4,1349,2022-09-13,2.98,18,1087.36,0.0,CLOSED
19800,16893,316,82,2,1,1350,2022-09-13,4.54,12,744.18,278.66,DEFAULT
13492,11551,269,5,4,1,1351,2022-09-13,2.41,15,12052.68,3894.2,ACTIVE
5917,5079,673,12,1,4,1352,2022-09-13,2.18,24,1088.89,184.47,ACTIVE
14632,12497,478,6,3,4,1353,2022-09-13,1.13,6,3883.82,0.0,CLOSED
7356,6303,396,4,2,1,1354,2022-09-13,4.5,12,718.5,0.0,CLOSED
1874,1616,503,80,2,1,1355,2022-09-14,3.84,9,389.68,65.24,ACTIVE
17658,15089,526,29,2,2,1356,2022-09-14,3.23,6,656.52,0.0,CLOSED
3763,3234,396,4,2,1,1357,2022-09-14,3.28,12,445.03,120.31,ACTIVE
5469,4689,903,68,2,1,1358,2022-09-14,3.92,3,706.58,0.0,CLOSED
18002,15380,706,39,2,1,1359,2022-09-14,4.5,6,622.93,0.0,CLOSED
2813,2421,167,26,5,5,185,2022-09-14,2.54,54,30038.59,12588.42,ACTIVE
23335,19934,7,93,2,2,1360,2022-09-14,4.43,3,814.92,0.0,CLOSED
585,513,46,84,1,2,1361,2022-09-15,1.85,15,2055.99,0.0,CLOSED
19371,16542,506,97,1,2,835,2022-09-15,1.44,3,1588.81,0.0,CLOSED
18825,16069,820,53,2,2,1362,2022-09-15,2.79,6,526.1,0.0,CLOSED
3161,2721,9,38,1,4,1363,2022-09-15,1.91,15,1228.69,745.5,ACTIVE
22674,19364,147,64,6,1,1364,2022-09-15,5.31,12,15832.47,2928.06,ACTIVE
10571,9052,525,81,1,4,1365,2022-09-15,1.63,9,1738.64,0.0,CLOSED
284,250,342,55,2,2,1366,2022-09-15,3.71,6,954.09,825.24,ACTIVE
11245,9629,503,80,1,4,1367,2022-09-15,1.67,21,1638.49,513.04,ACTIVE
22051,18822,183,83,5,5,32,2022-09-15,3.47,12,13395.59,8747.72,ACTIVE
4989,4272,526,29,5,5,555,2022-09-15,2.51,6,53738.28,42969.6,DEFAULT
7026,6023,656,13,1,1,1368,2022-09-16,3.33,21,1058.1,131.67,ACTIVE
10160,8707,642,10,2,1,1369,2022-09-16,4.14,9,541.58,360.15,ACTIVE
12135,10394,656,13,3,1,435,2022-09-16,2.36,9,1565.86,0.0,CLOSED
22305,19048,464,37,5,5,1370,2022-09-16,1.88,24,29985.56,12917.86,ACTIVE
15667,13394,436,59,5,5,496,2022-09-16,2.71,6,31110.58,26487.77,ACTIVE
12384,10605,46,84,4,1,1339,2022-09-16,2.62,45,7665.55,0.0,CLOSED
4476,3844,647,85,3,2,1371,2022-09-16,0.93,9,2669.27,1481.6,ACTIVE
5644,4844,854,58,2,2,1372,2022-09-16,2.78,3,394.39,0.0,CLOSED
14504,12391,280,9,2,1,1373,2022-09-16,3.02,6,671.04,491.43,ACTIVE
5977,5129,249,42,3,4,1374,2022-09-16,1.53,12,2685.72,2189.84,ACTIVE
8074,6912,73,75,1,1,1375,2022-09-16,2.55,3,660.3,0.0,CLOSED
4372,3754,342,55,5,1,1376,2022-09-16,3.03,54,28483.89,0.0,CLOSED
937,806,851,51,4,3,1377,2022-09-17,1.13,33,16543.83,0.0,CLOSED
8266,7080,893,51,1,1,721,2022-09-17,2.39,15,1830.52,0.0,CLOSED
458,401,478,6,3,4,1313,2022-09-17,1.91,9,3057.52,2987.74,ACTIVE
10419,8924,174,91,2,2,1378,2022-09-17,2.39,12,768.45,0.0,CLOSED
18448,15754,303,72,4,1,138,2022-09-17,2.91,42,9809.32,0.0,CLOSED
2694,2320,552,1,4,1,1270,2022-09-17,2.48,18,8619.16,0.0,CLOSED
10823,9271,642,10,1,1,1379,2022-09-17,3.22,24,2227.55,0.0,CLOSED
15258,13039,451,54,4,1,1380,2022-09-17,2.47,45,12300.72,4205.36,ACTIVE
16790,14347,286,11,2,2,1381,2022-09-18,2.82,3,499.04,312.69,DEFAULT
18490,15790,854,58,3,2,1342,2022-09-18,1.84,3,1537.99,0.0,CLOSED
20909,17851,783,66,1,1,1382,2022-09-18,1.93,18,981.05,0.0,CLOSED
6807,5828,604,3,1,4,462,2022-09-18,2.62,6,1841.97,0.0,CLOSED
20514,17517,255,41,3,1,509,2022-09-18,2.42,12,2385.52,0.0,CLOSED
4106,3528,854,58,2,2,133,2022-09-18,3.04,6,270.82,51.48,ACTIVE
12962,11102,993,64,1,1,1383,2022-09-18,2.51,21,1973.03,615.69,DEFAULT
3494,2999,990,52,2,1,1384,2022-09-18,2.77,9,636.61,138.19,ACTIVE
13448,11515,462,90,3,1,215,2022-09-19,1.54,12,1729.96,1356.35,ACTIVE
13852,11844,342,55,1,2,1385,2022-09-19,1.59,15,1503.29,0.0,CLOSED
15672,13399,436,59,2,1,1386,2022-09-19,2.9,3,736.82,0.0,CLOSED
2912,2509,153,59,1,1,567,2022-09-19,3.1,24,1141.37,187.91,ACTIVE
12712,10888,478,6,5,1,868,2022-09-19,2.36,54,12790.74,0.0,CLOSED
13134,11252,237,92,2,1,1387,2022-09-19,4.21,6,457.79,164.35,ACTIVE
5042,4319,147,64,3,1,1388,2022-09-19,2.06,12,2293.14,1272.24,ACTIVE
21233,18124,301,96,1,4,1171,2022-09-19,1.35,24,2367.77,0.0,CLOSED
4311,3702,22,35,1,2,1389,2022-09-19,1.43,12,2070.02,0.0,CLOSED
4347,3731,258,78,3,1,1390,2022-09-20,1.62,9,2624.44,984.42,ACTIVE
6071,5210,862,1,2,1,1391,2022-09-20,4.69,6,432.93,0.0,CLOSED
16081,13744,90,77,2,1,1392,2022-09-20,3.26,12,307.27,0.0,CLOSED
6687,5726,223,54,6,1,1393,2022-09-20,5.06,30,9781.42,8867.07,ACTIVE
19083,16290,820,53,1,2,1394,2022-09-20,2.85,12,1799.9,0.0,CLOSED
1355,1161,677,65,3,2,1395,2022-09-20,1.15,3,3242.36,947.37,DEFAULT
21005,17937,380,43,4,1,1396,2022-09-20,2.35,15,3938.95,1675.47,ACTIVE
21027,17957,843,80,2,1,1397,2022-09-20,2.82,3,298.48,0.0,CLOSED
20908,17850,647,85,4,1,1398,2022-09-21,2.99,48,9617.57,8936.51,ACTIVE
20506,17511,76,90,5,3,1070,2022-09-21,2.65,18,50514.08,45724.6,ACTIVE
16928,14465,142,10,3,1,1399,2022-09-21,1.73,9,2316.24,0.0,CLOSED
4620,3959,921,27,1,1,1094,2022-09-21,2.69,15,2685.11,1863.4,ACTIVE
13094,11216,526,29,1,2,208,2022-09-21,2.89,9,1960.67,1893.15,ACTIVE
19402,16565,478,6,2,1,1400,2022-09-21,2.79,6,427.65,344.6,ACTIVE
20814,17771,380,43,1,1,1070,2022-09-21,2.11,12,2797.8,822.47,ACTIVE
9983,8561,733,65,3,2,1401,2022-09-22,1.25,12,3854.88,0.0,CLOSED
529,461,789,69,2,1,909,2022-09-22,2.87,6,814.12,783.29,ACTIVE
